permno
10025
10026
10028
10032
10051
10104
10107
10138
10145
10147
10158
10180
10182
10200
10220
10239
10252
10258
10259
10294
10297
10299
10302
10308
10318
10333
10355
10363
10375
10382
10395
10397
10421
10443
10463
10501
10516
10517
10530
10547
10606
10629
10645
10649
10656
10659
10667
10693
10696
10777
10812
10838
10853
10860
10866
10874
10886
10890
10892
10901
10909
10913
10932
10933
10966
11006
11018
11144
11154
11174
11208
11246
11267
11275
11285
11293
11308
11343
11348
11369
11370
11378
11379
11397
11403
11404
11442
11481
11499
11533
11547
11552
11565
11581
11587
11593
11600
11618
11628
11636
11638
11641
11644
11664
11674
11691
11701
11703
11707
11731
11752
11775
11786
11790
11803
11809
11825
11844
11850
11884
11891
11896
11955
11990
11992
11995
11999
12008
12009
12011
12017
12026
12036
12049
12051
12052
12060
12062
12068
12073
12078
12088
12089
12146
12166
12173
12189
12209
12211
12217
12226
12266
12307
12308
12312
12330
12340
12347
12348
12350
12356
12360
12362
12363
12364
12366
12369
12373
12374
12380
12384
12389
12392
12400
12402
12410
12413
12437
12446
12448
12449
12451
12452
12473
12476
12477
12480
12485
12490
12493
12494
12497
12501
12502
12503
12515
12521
12527
12558
12559
12570
12573
12575
12577
12579
12583
12588
12591
12615
12622
12623
12637
12639
12640
12641
12645
12650
12660
12667
12688
12695
12696
12742
12758
12781
12783
12785
12788
12789
12792
12795
12796
12797
12798
12835
12865
12872
12873
12877
12880
12882
12884
12894
12905
12906
12908
12913
12914
12915
12916
12919
12922
12924
12927
12928
12960
12967
12981
13006
13007
13008
13018
13019
13035
13036
13037
13041
13046
13049
13080
13081
13084
13085
13105
13106
13107
13108
13110
13111
13112
13113
13116
13121
13124
13139
13141
13159
13160
13167
13168
13169
13181
13188
13196
13201
13202
13210
13244
13249
13250
13253
13260
13261
13262
13263
13265
13267
13278
13284
13285
13292
13298
13299
13302
13303
13305
13314
13316
13318
13323
13324
13325
13326
13328
13337
13340
13342
13343
13349
13356
13367
13373
13375
13377
13379
13384
13399
13400
13402
13407
13408
13410
13411
13412
13429
13430
13447
13453
13454
13456
13502
13507
13508
13511
13520
13524
13525
13526
13527
13528
13532
13533
13534
13537
13543
13548
13553
13559
13560
13563
13564
13567
13577
13579
13585
13594
13597
13598
13599
13600
13604
13610
13616
13621
13622
13625
13627
13628
13636
13640
13641
13643
13644
13652
13656
13687
13688
13690
13693
13694
13704
13705
13708
13711
13712
13713
13721
13730
13739
13743
13748
13755
13757
13761
13766
13777
13788
13791
13794
13796
13797
13798
13799
13800
13802
13812
13816
13818
13819
13825
13827
13829
13830
13831
13837
13856
13858
13860
13861
13862
13863
13870
13874
13875
13876
13877
13878
13879
13883
13890
13891
13896
13901
13903
13904
13906
13908
13909
13911
13914
13918
13919
13921
13923
13924
13928
13932
13934
13935
13936
13939
13940
13942
13943
13947
13949
13954
13956
13957
13959
13962
13963
13964
13965
13966
13967
13969
13983
13992
13993
13998
14004
14005
14006
14008
14017
14026
14030
14033
14040
14041
14042
14043
14044
14045
14046
14052
14054
14055
14057
14062
14063
14065
14072
14076
14087
14095
14097
14099
14101
14102
14106
14107
14127
14131
14133
14136
14137
14141
14143
14145
14149
14150
14152
14159
14160
14161
14164
14166
14167
14168
14169
14174
14175
14176
14179
14182
14185
14198
14213
14221
14229
14230
14231
14237
14238
14239
14244
14245
14247
14256
14257
14258
14260
14261
14262
14263
14266
14271
14273
14274
14276
14288
14289
14290
14292
14295
14296
14304
14305
14310
14312
